Id,ORIG_FID,STATE_ROUT,pos,X,Y,pro_X,pro_Y,Index,Elevation
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.84630000000,40.68520000000,428486.00000000000,4504160.00000000000,17,29991
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84690000000,40.68470000000,428440.00000000000,4504100.00000000000,490,29759
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84910000000,40.67690000000,428240.00000000000,4503240.00000000000,491,28096
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.85140000000,40.66920000000,428039.00000000000,4502380.00000000000,492,27917
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.85480000000,40.66180000000,427744.00000000000,4501570.00000000000,493,27855
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.85870000000,40.65470000000,427411.00000000000,4500780.00000000000,494,29786
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.86390000000,40.64870000000,426957.00000000000,4500110.00000000000,495,30168
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.86980000000,40.64310000000,426456.00000000000,4499500.00000000000,496,31560
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.87600000000,40.63790000000,425930.00000000000,4498920.00000000000,497,32243
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84620000000,40.69270000000,428507.00000000000,4504990.00000000000,489,31225
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.84420000000,40.69300000000,428676.00000000000,4505020.00000000000,18,32055
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.84380000000,40.70110000000,428715.00000000000,4505920.00000000000,19,31892
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.84360000000,40.70920000000,428740.00000000000,4506810.00000000000,20,31483
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.84340000000,40.71730000000,428765.00000000000,4507710.00000000000,21,30882
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.84320000000,40.72530000000,428790.00000000000,4508610.00000000000,22,32951
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.84300000000,40.73340000000,428817.00000000000,4509510.00000000000,23,33716
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.84200000000,40.74140000000,428911.00000000000,4510390.00000000000,24,33257
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84250000000,40.74090000000,428865.00000000000,4510340.00000000000,483,33325
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84340000000,40.73290000000,428784.00000000000,4509450.00000000000,484,33733
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84360000000,40.72480000000,428758.00000000000,4508550.00000000000,485,32814
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84500000000,40.71690000000,428632.00000000000,4507670.00000000000,486,31117
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84560000000,40.70890000000,428571.00000000000,4506780.00000000000,487,31099
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84590000000,40.70080000000,428534.00000000000,4505880.00000000000,488,31496
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.83950000000,40.74910000000,429134.00000000000,4511240.00000000000,25,33408
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.83700000000,40.75680000000,429349.00000000000,4512090.00000000000,26,34122
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.83630000000,40.76480000000,429421.00000000000,4512980.00000000000,27,34058
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.83570000000,40.77290000000,429473.00000000000,4513880.00000000000,28,34124
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.83520000000,40.78090000000,429525.00000000000,4514770.00000000000,29,34791
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.83470000000,40.78900000000,429577.00000000000,4515670.00000000000,30,33542
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.83370000000,40.79700000000,429672.00000000000,4516560.00000000000,31,34730
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.83420000000,40.79650000000,429626.00000000000,4516500.00000000000,476,34776
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.83510000000,40.78850000000,429543.00000000000,4515620.00000000000,477,33458
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.83560000000,40.78040000000,429491.00000000000,4514720.00000000000,478,34832
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.83610000000,40.77240000000,429439.00000000000,4513830.00000000000,479,34075
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.83670000000,40.76430000000,429387.00000000000,4512930.00000000000,480,34025
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.83750000000,40.75630000000,429308.00000000000,4512040.00000000000,481,34023
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.84000000000,40.74860000000,429089.00000000000,4511190.00000000000,482,33390
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.83040000000,40.80440000000,429957.00000000000,4517370.00000000000,32,34433
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.82710000000,40.81170000000,430246.00000000000,4518190.00000000000,33,34801
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.82370000000,40.81910000000,430540.00000000000,4519000.00000000000,34,34453
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.81860000000,40.82540000000,430973.00000000000,4519690.00000000000,35,34475
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.81340000000,40.83150000000,431422.00000000000,4520370.00000000000,36,34907
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.80810000000,40.83770000000,431871.00000000000,4521050.00000000000,37,34790
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.80430000000,40.84470000000,432200.00000000000,4521820.00000000000,38,35120
0,0,"STATE OF IOWA, I 35 N",I35N_down,-93.80360000000,40.85270000000,432267.00000000000,4522720.00000000000,39,35203
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.80400000000,40.85220000000,432233.00000000000,4522660.00000000000,468,35219
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.80480000000,40.84420000000,432159.00000000000,4521770.00000000000,469,35079
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.80880000000,40.83730000000,431809.00000000000,4521010.00000000000,470,34767
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.81410000000,40.83120000000,431360.00000000000,4520330.00000000000,471,34933
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.81930000000,40.82500000000,430911.00000000000,4519650.00000000000,472,34421
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.82430000000,40.81860000000,430487.00000000000,4518950.00000000000,473,34462
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.82760000000,40.81130000000,430196.00000000000,4518140.00000000000,474,34142
0,2,"STATE OF IOWA, I 35 S",I35S_down,-93.83100000000,40.80390000000,429908.00000000000,4517320.00000000000,475,34450
