30,1471,1472,A33650,2023-02-28T16:18Z,-95.48366,41.685068001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A33650/A33650_202302281618.jpg
31,4290,4291,A35690,2023-03-01T13:43Z,-91.252058,40.832583001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A35690/A35690_202303011343.jpg
32,6709,6710,A34977,2023-03-01T17:25Z,-94.194772,43.082905001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34977/A34977_202303011725.jpg
33,1593,1594,A33815,2023-02-28T16:37Z,-95.821553,41.061058001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A33815/A33815_202302281637.jpg
34,2625,2626,A33641,2023-02-28T20:38Z,-90.609803,41.559997001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A33641/A33641_202302282038.jpg
35,12458,12459,A31391,2023-03-03T14:15Z,-91.92273,42.447868001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A31391/A31391_202303031415.jpg
36,11778,11779,A34383,2023-03-02T20:43Z,-93.905532,40.732550001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A34383/A34383_202303022043.jpg
37,3156,3157,A33500,2023-03-01T01:45Z,-96.027655,42.958198001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A33500/A33500_202303010145.jpg
38,6407,6408,A34756,2023-03-01T16:50Z,-95.150707,43.185373001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34756/A34756_202303011650.jpg
39,1323,1324,A34681,2023-02-28T15:53Z,-94.028452,41.761890001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A34681/A34681_202302281553.jpg
40,6857,6858,A34756,2023-03-01T17:50Z,-95.150777,43.186477001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34756/A34756_202303011750.jpg
41,15429,15430,A34361,2023-03-03T19:21Z,-90.989178,42.218957001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A34361/A34361_202303031921.jpg
42,5716,5717,A35650,2023-03-01T15:39Z,-94.784947,41.496400001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A35650/A35650_202303011539.jpg
43,8864,8865,A35018,2023-03-02T14:46Z,-93.573887,41.357987001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A35018/A35018_202303021446.jpg
44,14733,14734,A33496,2023-03-03T18:10Z,-93.483838,42.448170001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A33496/A33496_202303031810.jpg
45,14654,14655,A31391,2023-03-03T17:55Z,-92.99928,43.116785001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A31391/A31391_202303031755.jpg
46,1756,1757,A34019,2023-02-28T17:08Z,-93.570467,42.165293001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A34019/A34019_202302281708.jpg
47,8157,8158,A34756,2023-03-01T20:45Z,-95.144508,43.137938001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34756/A34756_202303012045.jpg
48,3065,3066,A33107,2023-03-01T01:02Z,-95.896857,42.293403001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A33107/A33107_202303010102.jpg
49,15900,15901,A34025,2023-03-03T20:13Z,-90.644263,42.073695001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A34025/A34025_202303032013.jpg
50,12536,12537,A32081,2023-03-03T14:22Z,-95.859715,41.571030001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A32081/A32081_202303031422.jpg
51,14044,14045,A34361,2023-03-03T16:38Z,-91.267468,42.096932001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A34361/A34361_202303031638.jpg
52,1779,1780,A33815,2023-02-28T17:12Z,-95.799485,40.933785001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A33815/A33815_202302281712.jpg
53,7347,7348,A33484,2023-03-01T18:57Z,-95.81302,43.206473001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A33484/A33484_202303011857.jpg
54,10229,10230,A34723,2023-03-02T17:26Z,-91.151007,41.731917001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A34723/A34723_202303021726.jpg
55,3664,3665,A34636,2023-03-01T12:40Z,-94.22077,42.510103001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34636/A34636_202303011240.jpg
56,14755,14756,A33985,2023-03-03T18:14Z,-91.930172,43.147408001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A33985/A33985_202303031814.jpg
57,4628,4629,A34396,2023-03-01T14:05Z,-94.529625,42.449348001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34396/A34396_202303011405.jpg
58,2023,2024,A33497,2023-02-28T18:39Z,-93.636088,43.138908001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A33497/A33497_202302281839.jpg
59,598,599,A34636,2023-02-28T14:21Z,-94.184192,42.438203001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A34636/A34636_202302281421.jpg
60,7073,7074,A32830,2023-03-01T18:27Z,-90.80055,41.513042001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32830/A32830_202303011827.jpg
61,11412,11413,A34684,2023-03-02T19:59Z,-92.729682,41.336028001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A34684/A34684_202303021959.jpg
62,15510,15511,A32075,2023-03-03T19:29Z,-92.337062,42.825112001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A32075/A32075_202303031929.jpg
63,14858,14859,A32020,2023-03-03T18:28Z,-94.529817,43.083537001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A32020/A32020_202303031828.jpg
64,78,79,A34400,2023-02-28T13:14Z,-94.373955,42.034575001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A34400/A34400_202302281314.jpg
65,15072,15073,A33640,2023-03-03T18:49Z,-90.46067,41.541728001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A33640/A33640_202303031849.jpg
66,2435,2436,A35670,2023-02-28T19:56Z,-91.605227,41.926317001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A35670/A35670_202302281956.jpg
67,3034,3035,A35300,2023-03-01T00:53Z,-95.759755,43.186170001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A35300/A35300_202303010053.jpg
68,1407,1408,A32825,2023-02-28T16:08Z,-92.383897,42.513235001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A32825/A32825_202302281608.jpg
69,8218,8219,A35678,2023-03-01T20:55Z,-93.548255,42.483935001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A35678/A35678_202303012055.jpg
70,4943,4944,A33641,2023-03-01T14:26Z,-90.567597,41.565842001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A33641/A33641_202303011426.jpg
71,11608,11609,A32921,2023-03-02T20:22Z,-93.24336,42.557127001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A32921/A32921_202303022022.jpg
72,11677,11678,A34340,2023-03-02T20:30Z,-91.541323,40.983648001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A34340/A34340_202303022030.jpg
73,3255,3256,A32897,2023-03-01T02:41Z,-95.643637,43.314960001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32897/A32897_202303010241.jpg
74,4964,4965,A32552,2023-03-01T14:27Z,-94.90663,42.078510001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32552/A32552_202303011427.jpg
75,5939,5940,A34992,2023-03-01T16:00Z,-91.549818,41.603532001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34992/A34992_202303011600.jpg
76,14818,14819,A35238,2023-03-03T18:23Z,-92.907825,41.682048001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A35238/A35238_202303031823.jpg
77,12493,12494,A35288,2023-03-03T14:18Z,-94.531702,41.496483001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A35288/A35288_202303031418.jpg
78,4337,4338,A33641,2023-03-01T13:46Z,-90.573873,41.596130001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A33641/A33641_202303011346.jpg
79,1977,1978,A33650,2023-02-28T18:24Z,-95.670093,41.382145001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A33650/A33650_202302281824.jpg
80,14382,14383,A33668,2023-03-03T17:12Z,-95.14433,43.137693001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A33668/A33668_202303031712.jpg
81,11792,11793,A35711,2023-03-02T20:45Z,-92.81033,43.039287001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A35711/A35711_202303022045.jpg
82,1549,1550,A34738,2023-02-28T16:31Z,-93.774918,41.700485001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A34738/A34738_202302281631.jpg
83,3393,3394,A35302,2023-03-01T03:51Z,-95.136207,43.420935001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A35302/A35302_202303010351.jpg
84,2275,2276,A33293,2023-02-28T19:28Z,-93.77728,41.617297001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A33293/A33293_202302281928.jpg
85,12259,12260,A33678,2023-03-03T13:50Z,-94.924662,41.704875001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A33678/A33678_202303031350.jpg
86,2370,2371,A32579,2023-02-28T19:44Z,-91.453082,40.520475001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A32579/A32579_202302281944.jpg
87,9418,9419,A33977,2023-03-02T15:45Z,-91.59417,41.654983001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A33977/A33977_202303021545.jpg
88,2325,2326,A34689,2023-02-28T19:36Z,-92.431462,42.431670001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A34689/A34689_202302281936.jpg
89,132,133,A33513,2023-02-28T13:25Z,-95.148502,42.349592001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A33513/A33513_202302281325.jpg
90,2318,2319,A35672,2023-02-28T19:35Z,-91.212533,41.889200001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A35672/A35672_202302281935.jpg
91,16101,16102,A31606,2023-03-03T20:54Z,-95.983393,41.616075001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A31606/A31606_202303032054.jpg
92,12814,12815,A34758,2023-03-03T14:48Z,-94.824087,41.674252001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A34758/A34758_202303031448.jpg
93,7527,7528,A32558,2023-03-01T19:16Z,-90.868223,41.519837001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32558/A32558_202303011916.jpg
94,8601,8602,A34964,2023-03-02T14:12Z,-91.935338,42.278747001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A34964/A34964_202303021412.jpg
95,8230,8231,A32830,2023-03-01T20:57Z,-91.087452,41.409472001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32830/A32830_202303012057.jpg
96,7075,7076,A33821,2023-03-01T18:27Z,-92.931263,41.680770001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A33821/A33821_202303011827.jpg
97,8758,8759,A33648,2023-03-02T14:36Z,-95.30958,41.498060001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A33648/A33648_202303021436.jpg
98,7964,7965,A32079,2023-03-01T20:18Z,-95.624003,43.014923001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32079/A32079_202303012018.jpg
99,5874,5875,A32903,2023-03-01T15:54Z,-94.490663,41.598255001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32903/A32903_202303011554.jpg
100,10354,10355,A33999,2023-03-02T17:57Z,-94.22728,42.624785001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A33999/A33999_202303021757.jpg
101,4047,4048,A31645,2023-03-01T13:26Z,-94.857642,42.848187001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A31645/A31645_202303011326.jpg
102,7837,7838,A33815,2023-03-01T19:55Z,-95.799882,40.976998001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A33815/A33815_202303011955.jpg
103,12854,12855,A34739,2023-03-03T14:50Z,-93.773975,41.650360001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A34739/A34739_202303031450.jpg
104,6235,6236,A32570,2023-03-01T16:33Z,-95.814983,40.763072001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32570/A32570_202303011633.jpg
105,9581,9582,A32837,2023-03-02T16:02Z,-96.466853,42.493830001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A32837/A32837_202303021602.jpg
106,8912,8913,A33821,2023-03-02T14:51Z,-92.91242,41.705215001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A33821/A33821_202303021451.jpg
107,8998,8999,A33530,2023-03-02T15:01Z,-91.496183,40.554273001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A33530/A33530_202303021501.jpg
108,10906,10907,A33999,2023-03-02T19:12Z,-94.207398,42.482595001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A33999/A33999_202303021912.jpg
109,7915,7916,A35019,2023-03-01T20:10Z,-91.544145,40.916108001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A35019/A35019_202303012010.jpg
110,5033,5034,A32079,2023-03-01T14:33Z,-95.624203,43.059158001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32079/A32079_202303011433.jpg
111,2480,2481,A34355,2023-02-28T20:06Z,-91.463215,40.528493001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A34355/A34355_202302282006.jpg
112,13599,13600,A33497,2023-03-03T15:59Z,-93.6367,43.371918001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A33497/A33497_202303031559.jpg
113,16103,16104,A32081,2023-03-03T20:55Z,-95.973182,41.608448001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A32081/A32081_202303032055.jpg
114,3174,3175,A34989,2023-03-01T01:54Z,-96.318622,42.997035001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34989/A34989_202303010154.jpg
115,4454,4455,A32072,2023-03-01T13:53Z,-95.126493,43.421053001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32072/A32072_202303011353.jpg
116,11361,11362,A35650,2023-03-02T19:53Z,-94.55705,41.496933001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A35650/A35650_202303021953.jpg
117,10128,10129,A35650,2023-03-02T17:12Z,-94.487785,41.495963001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A35650/A35650_202303021712.jpg
118,1016,1017,A32075,2023-02-28T15:01Z,-92.33757,42.846290001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A32075/A32075_202302281501.jpg
119,11272,11273,A34738,2023-03-02T19:44Z,-93.774435,41.711190001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A34738/A34738_202303021944.jpg
120,13695,13696,A34761,2023-03-03T16:08Z,-94.691782,41.258738001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A34761/A34761_202303031608.jpg
121,180,181,A32572,2023-02-28T13:34Z,-92.361113,43.066607001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A32572/A32572_202302281334.jpg
122,4959,4960,A34021,2023-03-01T14:27Z,-94.168903,42.444948001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34021/A34021_202303011427.jpg
123,10406,10407,A35788,2023-03-02T18:11Z,-94.32511,41.493160001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A35788/A35788_202303021811.jpg
124,3417,3418,A32897,2023-03-01T04:06Z,-95.644037,43.228687001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32897/A32897_202303010406.jpg
125,8525,8526,A35694,2023-03-02T13:56Z,-91.469528,42.591015001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A35694/A35694_202303021356.jpg
126,10922,10923,A33535,2023-03-02T19:13Z,-91.859018,41.687060001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A33535/A33535_202303021913.jpg
127,10476,10477,A34996,2023-03-02T18:22Z,-91.976035,42.312038001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A34996/A34996_202303021822.jpg
128,6967,6968,A32870,2023-03-01T18:15Z,-93.096145,41.614198001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32870/A32870_202303011815.jpg
129,13325,13326,A32558,2023-03-03T15:36Z,-90.956252,41.500465001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A32558/A32558_202303031536.jpg
130,7086,7087,A32862,2023-03-01T18:29Z,-95.973008,42.019233001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32862/A32862_202303011829.jpg
131,14568,14569,A35649,2023-03-03T17:39Z,-94.630322,42.435527001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A35649/A35649_202303031739.jpg
132,1462,1463,A31379,2023-02-28T16:17Z,-96.104128,41.874322001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A31379/A31379_202302281617.jpg
133,11964,11965,A35243,2023-03-03T05:48Z,-93.731237,41.652407001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A35243/A35243_202303030548.jpg
134,5888,5889,A34741,2023-03-01T15:55Z,-93.566773,42.531370001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34741/A34741_202303011555.jpg
135,13709,13710,A35288,2023-03-03T16:09Z,-94.386245,41.688118001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A35288/A35288_202303031609.jpg
136,7379,7380,A34373,2023-03-01T19:00Z,-92.277868,41.871177001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A34373/A34373_202303011900.jpg
137,12985,12986,A32837,2023-03-03T15:01Z,-96.432065,42.491840001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A32837/A32837_202303031501.jpg
138,3945,3946,A33500,2023-03-01T13:16Z,-95.994173,42.991128001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A33500/A33500_202303011316.jpg
139,12078,12079,A34734,2023-03-03T11:52Z,-93.43906,42.448762001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A34734/A34734_202303031152.jpg
140,2251,2252,A33530,2023-02-28T19:24Z,-91.752625,40.813440001,https://mesonet.agron.iastate.edu/archive/data/2023/02/28/camera/idot_trucks/A33530/A33530_202302281924.jpg
141,12173,12174,A34659,2023-03-03T13:28Z,-93.854345,42.043080001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A34659/A34659_202303031328.jpg
142,15675,15676,A35710,2023-03-03T19:44Z,-94.641702,41.495815001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A35710/A35710_202303031944.jpg
143,13318,13319,A35033,2023-03-03T15:35Z,-91.670958,41.961590001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A35033/A35033_202303031535.jpg
144,9174,9175,A32552,2023-03-02T15:20Z,-94.877738,42.250365001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A32552/A32552_202303021520.jpg
145,9341,9342,A34383,2023-03-02T15:36Z,-93.498213,40.758887001,https://mesonet.agron.iastate.edu/archive/data/2023/03/02/camera/idot_trucks/A34383/A34383_202303021536.jpg
146,4721,4722,A32558,2023-03-01T14:11Z,-91.073313,41.452283001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32558/A32558_202303011411.jpg
147,14709,14710,A33662,2023-03-03T18:05Z,-95.965373,42.982267001,https://mesonet.agron.iastate.edu/archive/data/2023/03/03/camera/idot_trucks/A33662/A33662_202303031805.jpg
148,4145,4146,A32072,2023-03-01T13:33Z,-95.10991,43.422518001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A32072/A32072_202303011333.jpg
149,5091,5092,A33295,2023-03-01T14:38Z,-90.571282,41.580778001,https://mesonet.agron.iastate.edu/archive/data/2023/03/01/camera/idot_trucks/A33295/A33295_202303011438.jpg
